APP_ID,REVIEWER NAME,COMMENT,TIME,REPLY COMMENT,LIKES,REPLY TIME,RATING
UOB Mighty Malaysia,deric chong,Why can't update . Can not use the apps,"06/27/2020, 19:11:18",,0,Not replied,3
UOB Mighty Malaysia,Joseph Ha,It keeps telling me my phone is rooted (its not) 1-2 days after last update,"06/17/2020, 16:06:27",,2,Not replied,2
UOB Mighty Malaysia,Ernie Lee,"Hi I've been unable to log in to the app the whole day, even after updating the app. Please assist.","06/14/2020, 19:36:25",,0,Not replied,2
UOB Mighty Malaysia,nch nch,My phone was never rooted and this app insist it was. What is this terrible app inciting false claims,"06/17/2020, 19:05:31",,1,Not replied,1
UOB Mighty Malaysia,gunner 18,Reinstalled the app on a new phone and now sign in by fingerprint need sms otp?,"07/01/2020, 16:04:32",,0,Not replied,3
UOB Mighty Malaysia,Zi Lin,Can't proceed beyond registration as it returns error after every OTP,"06/18/2020, 11:45:42",,0,Not replied,1
UOB Mighty Malaysia,Clarke Khoo,"After latest update, it claims my device is jailbreak or malware exist. Refuses to start. I never did anything on my phone.","06/10/2020, 21:44:45",,3,Not replied,1
UOB Mighty Malaysia,dave ong,Can't login in at all.not stable.Terrible app.,"06/19/2020, 14:05:02",,0,Not replied,1
UOB Mighty Malaysia,tan zhengkuang,App keep restarting when choosing mighty pay,"06/23/2020, 18:56:48",,0,Not replied,1
UOB Mighty Malaysia,Karen Lau,Updated the app today and keep prompting me having issues of logging in,"06/10/2020, 17:16:57",,0,Not replied,3
UOB Mighty Malaysia,syed mohd razali,Good and easy for me to use......excellent...,"07/02/2020, 16:52:44",,0,Not replied,5
UOB Mighty Malaysia,Anwar Ansari,Excellent and reliable,"07/02/2020, 03:15:15",,0,Not replied,5
UOB Mighty Malaysia,francois bonbon,suddenly can't log in,"07/01/2020, 13:57:06",,0,Not replied,1
UOB Mighty Malaysia,Desi Boy,Excellent service through this app .....,"07/02/2020, 18:02:21",,0,Not replied,5
UOB Mighty Malaysia,Chan Swee Ling,"I cant login, it mention my phone is rooted ? But i have try everything but it doesnt seem to rooted. I need tk use my account , can someone help","06/14/2020, 19:45:47",,2,Not replied,1
UOB Mighty Malaysia,Yow Kw,"Thanks UOB for app,easy and convenient to use.","06/18/2020, 16:17:32",,1,Not replied,5
UOB Mighty Malaysia,Ong Lay Theng,The apps is really back to basic. Can only check balance and transfer funds. Cannot even change the daily limited within the apps. No optional features like for mortgage load status. Totally not convenient for user and not a one stop service. How can the apps got worst after upgrading. Not might at all. I've cancelled all my credit cards and minimise using this bank.,"08/25/2020, 23:25:12",,0,Not replied,2
UOB Mighty Malaysia,Cheow Mong Chan,"Lousy App. On of the worst experience among the bank apps that I use. The app frequently crashes. Activation of this app is a pain, even after I already have mobile banking. And keeps linking me to token (which mine's battery flat and bank refuse to issue a new one, cause they did away with it) or credit card pin, which i dun have. Even after waiting 2 weeks for the pin to arrive, i activated the app, it still requests me to use token! 🤦‍♂️","08/22/2020, 16:30:54",,0,Not replied,1
UOB Mighty Malaysia,James 007,"Latest version of the app very laggy and unstable. Difficult to login and even if can login, have to wait for more than 1min. Have to resort to using website instead. Website no issue. UOB app developers please resolve this soon. [Update as of 2 Sept 2020] Login is no longer laggy. System performance has improved. Has revised my rating.","09/02/2020, 10:51:56",,1,Not replied,4
UOB Mighty Malaysia,Bb Lee,"It used to be quite good. Recent few months, the app kept crashing & forced to me restart the app each time when i tried to make a transfer or pay bill. I need to repeat the steps at least 2 times to be able to make the payment / transfer successfully. Can anyone pls look into this issue & get it fixed? Thanks.","08/27/2020, 13:13:31",,0,Not replied,3
UOB Mighty Malaysia,Bernard Loh,"is it true that you've been doing maintenance since... I can't remember when I started seeing this ""under maintenance"" message. it doesn't even state when maintenance would end Edit. 11 Aug 20. Recently, the app has been logging out automatically even while I'm in the midst of performing actions, eg, latest this morning, while checking my balance, it just logged out. This has happened quite a few times now. Not always, but often enough. App is updated btw","08/11/2020, 07:44:48","Dear Bernard Loh, 

We apologise for the inconvenience you have experienced. From home screen, please open Settings - Apps, tap on Mighty. Select Storage then tap on Clear Cache and Clear Data.

If this does not solve the problem please contact us at this email address - helpme@uobgroup.com for investigation.

UOB Mobile and Digital Team",0,"08/09/2019, 08:01:37",1
UOB Mighty Malaysia,KK Wee,"Its a wonderful app for my banking needs until yesterday when i update. It now says my device is root/jailbreak????? Please help revert back to old version, when it ain't broken pls dont add unecessary updated. Just updated the new version. Still same thing. Very disappointing. Update 11/9/2020 Given up on trying n hoping for a fix. Called them up to request for a token but they say they've replace token with this Mighty App. Finally they say hv some left over token somewhere n will send me one","09/13/2020, 03:40:56",,1,Not replied,1
UOB Mighty Malaysia,S Yahya,have problems to update the apps.,"07/02/2020, 23:25:40",,0,Not replied,1
UOB Mighty Malaysia,RR Ranjit Kumar,App is excellent and user friendly,"07/02/2020, 22:55:26",,0,Not replied,5
UOB Mighty Malaysia,GinaSiao,"Horrible Experience with UOB , thier Customer service is one of the Worst i encounter , system UI is very bad , changing transaction limit always got errors , Call their hotline and Its like they dont want to pick up the call - Keep redirecting and unable to speak to anyone. Seriously very bad Service .","06/10/2020, 14:19:19",,0,Not replied,1
UOB Mighty Malaysia,chiew kok Ng,Very user friendly,"07/09/2020, 01:14:09",,0,Not replied,5
UOB Mighty Malaysia,Vincent Tan,"Why is it not working all of a sudden? It says my device is rooted, which I've never ever done that before. Please relook into a new possible patch or update ASAP. Much appreciated. It is still not working as of 30th June 2020. As mentioned, my mobile has not been rooted in any way.","07/01/2020, 04:03:30",,1,Not replied,1
UOB Mighty Malaysia,Vincent Tan,"Really silly app. We log in thru laptop, they ask us to verify using mobile app. To verify using mobile app, need to log into mobile app. When logging into mobile app, it says we hv another active session using laptop and that session will be logged out. So the moment we into the mobile app, we get kicked out of the session we had on our laptop! Which is silly isn't it, cos what we want is to perform certain functions which r not avail on the mobile app and only avail via laptop.","08/12/2020, 00:17:15",,0,Not replied,1
UOB Mighty Malaysia,Jeffrey Gouw,"Was hoping to use Mighty Secure feature as a replacement for the physical token but am unable to get set-up as front screen does not show menu bar with the ""Mighty Secure"" button located at the bottom of the screen. Front screen is fixed and is not able to scroll.","08/29/2020, 16:25:44",,1,Not replied,1
